x,u,nu
0.321,9.24E-06,0.01
0.322,8.92E-06,0.01
0.323,8.62E-06,0.01
0.324,8.32E-06,0.01
0.325,8.04E-06,0.01
0.326,7.76E-06,0.01
0.327,7.49E-06,0.01
0.328,7.23E-06,0.01
0.329,6.99E-06,0.01
0.33,6.75E-06,0.01
0.331,6.51E-06,0.01
0.332,6.29E-06,0.01
0.333,6.07E-06,0.01
0.334,5.86E-06,0.01
0.335,5.66E-06,0.01
0.336,5.47E-06,0.01
0.337,5.28E-06,0.01
0.338,5.10E-06,0.01
0.339,4.92E-06,0.01
0.34,4.75E-06,0.01
0.341,4.59E-06,0.01
0.342,4.43E-06,0.01
0.343,4.28E-06,0.01
0.344,4.13E-06,0.01
0.345,3.99E-06,0.01
0.346,3.85E-06,0.01
0.347,3.72E-06,0.01
0.348,3.59E-06,0.01
0.349,3.47E-06,0.01
0.35,3.35E-06,0.01
0.351,3.23E-06,0.01
0.352,3.12E-06,0.01
0.353,3.02E-06,0.01
0.354,2.91E-06,0.01
0.355,2.81E-06,0.01
0.356,2.72E-06,0.01
0.357,2.62E-06,0.01
0.358,2.53E-06,0.01
0.359,2.44E-06,0.01
0.36,2.36E-06,0.01
0.361,2.28E-06,0.01
0.362,2.20E-06,0.01
0.363,2.13E-06,0.01
0.364,2.05E-06,0.01
0.365,1.98E-06,0.01
0.366,1.91E-06,0.01
0.367,1.85E-06,0.01
0.368,1.78E-06,0.01
0.369,1.72E-06,0.01
0.37,1.66E-06,0.01
0.371,1.61E-06,0.01
0.372,1.55E-06,0.01
0.373,1.50E-06,0.01
0.374,1.45E-06,0.01
0.375,1.40E-06,0.01
0.376,1.35E-06,0.01
0.377,1.30E-06,0.01
0.378,1.26E-06,0.01
0.379,1.21E-06,0.01
0.38,1.17E-06,0.01
0.381,1.13E-06,0.01
0.382,1.09E-06,0.01
0.383,1.06E-06,0.01
0.384,1.02E-06,0.01
0.385,9.84E-07,0.01
0.386,9.50E-07,0.01
0.387,9.17E-07,0.01
0.388,8.86E-07,0.01
0.389,8.55E-07,0.01
0.39,8.26E-07,0.01
0.391,7.98E-07,0.01
0.392,7.70E-07,0.01
0.393,7.44E-07,0.01
0.394,7.18E-07,0.01
0.395,6.93E-07,0.01
0.396,6.70E-07,0.01
0.397,6.47E-07,0.01
0.398,6.24E-07,0.01
0.399,6.03E-07,0.01
0.4,5.82E-07,0.01
0.401,5.62E-07,0.01
0.402,5.43E-07,0.01
0.403,5.24E-07,0.01
0.404,5.06E-07,0.01
0.405,4.89E-07,0.01
0.406,4.72E-07,0.01
0.407,4.56E-07,0.01
0.408,4.40E-07,0.01
0.409,4.25E-07,0.01
0.41,4.10E-07,0.01
0.411,3.96E-07,0.01
0.412,3.82E-07,0.01
0.413,3.69E-07,0.01
0.414,3.57E-07,0.01
0.415,3.44E-07,0.01
0.416,3.32E-07,0.01
0.417,3.21E-07,0.01
0.418,3.10E-07,0.01
0.419,2.99E-07,0.01
0.42,2.89E-07,0.01
0.421,2.79E-07,0.01
0.422,2.70E-07,0.01
0.423,2.60E-07,0.01
0.424,2.51E-07,0.01
0.425,2.43E-07,0.01
0.426,2.34E-07,0.01
0.427,2.26E-07,0.01
0.428,2.18E-07,0.01
0.429,2.11E-07,0.01
0.43,2.04E-07,0.01
0.431,1.97E-07,0.01
0.432,1.90E-07,0.01
0.433,1.83E-07,0.01
0.434,1.77E-07,0.01
0.435,1.71E-07,0.01
0.436,1.65E-07,0.01
0.437,1.59E-07,0.01
0.438,1.54E-07,0.01
0.439,1.49E-07,0.01
0.44,1.44E-07,0.01
0.441,1.39E-07,0.01
0.442,1.34E-07,0.01
0.443,1.29E-07,0.01
0.444,1.25E-07,0.01
0.445,1.20E-07,0.01
0.446,1.16E-07,0.01
0.447,1.12E-07,0.01
0.448,1.08E-07,0.01
0.449,1.05E-07,0.01
0.45,1.01E-07,0.01
0.451,9.77E-08,0.01
0.452,9.43E-08,0.01
0.453,9.11E-08,0.01
0.454,8.79E-08,0.01
0.455,8.49E-08,0.01
0.456,8.20E-08,0.01
0.457,7.92E-08,0.01
0.458,7.64E-08,0.01
0.459,7.38E-08,0.01
0.46,7.13E-08,0.01
0.461,6.88E-08,0.01
0.462,6.65E-08,0.01
0.463,6.42E-08,0.01
0.464,6.20E-08,0.01
0.465,5.98E-08,0.01
0.466,5.78E-08,0.01
0.467,5.58E-08,0.01
0.468,5.39E-08,0.01
0.469,5.20E-08,0.01
0.47,5.02E-08,0.01
0.471,4.85E-08,0.01
0.472,4.68E-08,0.01
0.473,4.52E-08,0.01
0.474,4.37E-08,0.01
0.475,4.22E-08,0.01
0.476,4.07E-08,0.01
0.477,3.93E-08,0.01
0.478,3.80E-08,0.01
0.479,3.67E-08,0.01
0.48,3.54E-08,0.01
0.481,3.42E-08,0.01
0.482,3.30E-08,0.01
0.483,3.19E-08,0.01
0.484,3.08E-08,0.01
0.485,2.97E-08,0.01
0.486,2.87E-08,0.01
0.487,2.77E-08,0.01
0.488,2.68E-08,0.01
0.489,2.58E-08,0.01
0.49,2.49E-08,0.01
0.491,2.41E-08,0.01
0.492,2.33E-08,0.01
0.493,2.25E-08,0.01
0.494,2.17E-08,0.01
0.495,2.09E-08,0.01
0.496,2.02E-08,0.01
0.497,1.95E-08,0.01
0.498,1.89E-08,0.01
0.499,1.82E-08,0.01
0.5,1.76E-08,0.01
0.501,1.70E-08,0.01
0.502,1.64E-08,0.01
0.503,1.58E-08,0.01
0.504,1.53E-08,0.01
0.505,1.48E-08,0.01
0.506,1.42E-08,0.01
0.507,1.38E-08,0.01
0.508,1.33E-08,0.01
0.509,1.28E-08,0.01
0.51,1.24E-08,0.01
0.511,1.20E-08,0.01
0.512,1.15E-08,0.01
0.513,1.12E-08,0.01
0.514,1.08E-08,0.01
0.515,1.04E-08,0.01
0.516,1.00E-08,0.01
0.517,9.69E-09,0.01
0.518,9.36E-09,0.01
0.519,9.04E-09,0.01
0.52,8.73E-09,0.01
0.521,8.43E-09,0.01
0.522,8.14E-09,0.01
0.523,7.86E-09,0.01
0.524,7.59E-09,0.01
0.525,7.33E-09,0.01
0.526,7.08E-09,0.01
0.527,6.83E-09,0.01
0.528,6.60E-09,0.01
0.529,6.37E-09,0.01
0.53,6.15E-09,0.01
0.531,5.94E-09,0.01
0.532,5.74E-09,0.01
0.533,5.54E-09,0.01
0.534,5.35E-09,0.01
0.535,5.16E-09,0.01
0.536,4.99E-09,0.01
0.537,4.81E-09,0.01
0.538,4.65E-09,0.01
0.539,4.49E-09,0.01
0.54,4.33E-09,0.01
0.541,4.19E-09,0.01
0.542,4.04E-09,0.01
0.543,3.90E-09,0.01
0.544,3.77E-09,0.01
0.545,3.64E-09,0.01
0.546,3.51E-09,0.01
0.547,3.39E-09,0.01
0.548,3.28E-09,0.01
0.549,3.16E-09,0.01
0.55,3.05E-09,0.01
0.551,2.95E-09,0.01
0.552,2.85E-09,0.01
0.553,2.75E-09,0.01
0.554,2.66E-09,0.01
0.555,2.56E-09,0.01
0.556,2.48E-09,0.01
0.557,2.39E-09,0.01
0.558,2.31E-09,0.01
0.559,2.23E-09,0.01
0.56,2.15E-09,0.01
0.561,2.08E-09,0.01
0.562,2.01E-09,0.01
0.563,1.94E-09,0.01
0.564,1.87E-09,0.01
0.565,1.81E-09,0.01
0.566,1.74E-09,0.01
0.567,1.68E-09,0.01
0.568,1.63E-09,0.01
0.569,1.57E-09,0.01
0.57,1.52E-09,0.01
0.571,1.46E-09,0.01
0.572,1.41E-09,0.01
0.573,1.37E-09,0.01
0.574,1.32E-09,0.01
0.575,1.27E-09,0.01
0.576,1.23E-09,0.01
0.577,1.19E-09,0.01
0.578,1.15E-09,0.01
0.579,1.11E-09,0.01
0.58,1.07E-09,0.01
0.581,1.03E-09,0.01
0.582,9.97E-10,0.01
0.583,9.62E-10,0.01
0.584,9.29E-10,0.01
0.585,8.97E-10,0.01
0.586,8.66E-10,0.01
0.587,8.37E-10,0.01
0.588,8.08E-10,0.01
0.589,7.80E-10,0.01
0.59,7.53E-10,0.01
0.591,7.27E-10,0.01
0.592,7.02E-10,0.01
0.593,6.78E-10,0.01
0.594,6.55E-10,0.01
0.595,6.32E-10,0.01
0.596,6.11E-10,0.01
0.597,5.90E-10,0.01
0.598,5.69E-10,0.01
0.599,5.50E-10,0.01
0.6,5.31E-10,0.01
0.601,5.13E-10,0.01
0.602,4.95E-10,0.01
0.603,4.78E-10,0.01
0.604,4.61E-10,0.01
0.605,4.46E-10,0.01
0.606,4.30E-10,0.01
0.607,4.15E-10,0.01
0.608,4.01E-10,0.01
0.609,3.87E-10,0.01
0.61,3.74E-10,0.01
0.611,3.61E-10,0.01
0.612,3.49E-10,0.01
0.613,3.37E-10,0.01
0.614,3.25E-10,0.01
0.615,3.14E-10,0.01
0.616,3.03E-10,0.01
0.617,2.93E-10,0.01
0.618,2.83E-10,0.01
0.619,2.73E-10,0.01
0.62,2.64E-10,0.01
0.621,2.55E-10,0.01
0.622,2.46E-10,0.01
0.623,2.37E-10,0.01
0.624,2.29E-10,0.01
0.625,2.21E-10,0.01
0.626,2.14E-10,0.01
0.627,2.06E-10,0.01
0.628,1.99E-10,0.01
0.629,1.92E-10,0.01
0.63,1.86E-10,0.01
0.631,1.79E-10,0.01
0.632,1.73E-10,0.01
0.633,1.67E-10,0.01
0.634,1.61E-10,0.01
0.635,1.56E-10,0.01
0.636,1.51E-10,0.01
0.637,1.45E-10,0.01
0.638,1.40E-10,0.01
0.639,1.36E-10,0.01
0.64,1.31E-10,0.01
0.641,1.26E-10,0.01
0.642,1.22E-10,0.01
0.643,1.18E-10,0.01
0.644,1.14E-10,0.01
0.645,1.10E-10,0.01
0.646,1.06E-10,0.01
0.647,1.02E-10,0.01
0.648,9.89E-11,0.01
0.649,9.55E-11,0.01
0.65,9.22E-11,0.01
0.651,8.91E-11,0.01
0.652,8.60E-11,0.01
0.653,8.30E-11,0.01
0.654,8.02E-11,0.01
0.655,7.74E-11,0.01
0.656,7.48E-11,0.01
0.657,7.22E-11,0.01
0.658,6.97E-11,0.01
0.659,6.73E-11,0.01
0.66,6.50E-11,0.01
0.661,6.28E-11,0.01
0.662,6.06E-11,0.01
0.663,5.85E-11,0.01
0.664,5.65E-11,0.01
0.665,5.46E-11,0.01
0.666,5.27E-11,0.01
0.667,5.09E-11,0.01
0.668,4.91E-11,0.01
0.669,4.74E-11,0.01
0.67,4.58E-11,0.01
0.671,4.42E-11,0.01
0.672,4.27E-11,0.01
0.673,4.12E-11,0.01
0.674,3.98E-11,0.01
0.675,3.84E-11,0.01
0.676,3.71E-11,0.01
0.677,3.59E-11,0.01
0.678,3.46E-11,0.01
0.679,3.34E-11,0.01
0.68,3.23E-11,0.01
0.681,3.12E-11,0.01
0.682,3.01E-11,0.01
0.683,2.91E-11,0.01
0.684,2.81E-11,0.01
0.685,2.71E-11,0.01
0.686,2.62E-11,0.01
0.687,2.53E-11,0.01
0.688,2.44E-11,0.01
0.689,2.36E-11,0.01
0.69,2.27E-11,0.01
0.691,2.20E-11,0.01
0.692,2.12E-11,0.01
0.693,2.05E-11,0.01
0.694,1.98E-11,0.01
0.695,1.91E-11,0.01
0.696,1.84E-11,0.01
0.697,1.78E-11,0.01
0.698,1.72E-11,0.01
0.699,1.66E-11,0.01
0.7,1.60E-11,0.01
0.701,1.55E-11,0.01
0.702,1.49E-11,0.01
0.703,1.44E-11,0.01
0.704,1.39E-11,0.01
0.705,1.35E-11,0.01
0.706,1.30E-11,0.01
0.707,1.25E-11,0.01
0.708,1.21E-11,0.01
0.709,1.17E-11,0.01
0.71,1.13E-11,0.01
0.711,1.09E-11,0.01
0.712,1.05E-11,0.01
0.713,1.02E-11,0.01
0.714,9.82E-12,0.01
0.715,9.48E-12,0.01
0.716,9.16E-12,0.01
0.717,8.84E-12,0.01
0.718,8.54E-12,0.01
0.719,8.24E-12,0.01
0.72,7.96E-12,0.01
0.721,7.69E-12,0.01
0.722,7.42E-12,0.01
0.723,7.17E-12,0.01
0.724,6.92E-12,0.01
0.725,6.68E-12,0.01
0.726,6.45E-12,0.01
0.727,6.23E-12,0.01
0.728,6.02E-12,0.01
0.729,5.81E-12,0.01
0.73,5.61E-12,0.01
0.731,5.42E-12,0.01
0.732,5.23E-12,0.01
0.733,5.05E-12,0.01
0.734,4.88E-12,0.01
0.735,4.71E-12,0.01
0.736,4.55E-12,0.01
0.737,4.39E-12,0.01
0.738,4.24E-12,0.01
0.739,4.09E-12,0.01
0.74,3.95E-12,0.01
0.741,3.82E-12,0.01
0.742,3.69E-12,0.01
0.743,3.56E-12,0.01
0.744,3.44E-12,0.01
0.745,3.32E-12,0.01
0.746,3.20E-12,0.01
0.747,3.09E-12,0.01
0.748,2.99E-12,0.01
0.749,2.88E-12,0.01
0.75,2.79E-12,0.01
0.751,2.69E-12,0.01
0.752,2.60E-12,0.01
0.753,2.51E-12,0.01
0.754,2.42E-12,0.01
0.755,2.34E-12,0.01
0.756,2.26E-12,0.01
0.757,2.18E-12,0.01
0.758,2.11E-12,0.01
0.759,2.03E-12,0.01
0.76,1.96E-12,0.01
0.761,1.90E-12,0.01
0.762,1.83E-12,0.01
0.763,1.77E-12,0.01
0.764,1.71E-12,0.01
0.765,1.65E-12,0.01
0.766,1.59E-12,0.01
0.767,1.54E-12,0.01
0.768,1.48E-12,0.01
0.769,1.43E-12,0.01
0.77,1.38E-12,0.01
0.771,1.34E-12,0.01
0.772,1.29E-12,0.01
0.773,1.25E-12,0.01
0.774,1.20E-12,0.01
0.775,1.16E-12,0.01
0.776,1.12E-12,0.01
0.777,1.08E-12,0.01
0.778,1.05E-12,0.01
0.779,1.01E-12,0.01
0.78,9.75E-13,0.01
0.781,9.41E-13,0.01
0.782,9.09E-13,0.01
0.783,8.78E-13,0.01
0.784,8.47E-13,0.01
0.785,8.18E-13,0.01
0.786,7.90E-13,0.01
0.787,7.63E-13,0.01
0.788,7.37E-13,0.01
0.789,7.11E-13,0.01
0.79,6.87E-13,0.01
0.791,6.63E-13,0.01
0.792,6.40E-13,0.01
0.793,6.18E-13,0.01
0.794,5.97E-13,0.01
0.795,5.77E-13,0.01
0.796,5.57E-13,0.01
0.797,5.38E-13,0.01
0.798,5.19E-13,0.01
0.799,5.01E-13,0.01
0.8,4.84E-13,0.01
0.801,4.67E-13,0.01
0.802,4.51E-13,0.01
0.803,4.36E-13,0.01
0.804,4.21E-13,0.01
0.805,4.06E-13,0.01
0.806,3.92E-13,0.01
0.807,3.79E-13,0.01
0.808,3.66E-13,0.01
0.809,3.53E-13,0.01
0.81,3.41E-13,0.01
0.811,3.29E-13,0.01
0.812,3.18E-13,0.01
0.813,3.07E-13,0.01
0.814,2.97E-13,0.01
0.815,2.86E-13,0.01
0.816,2.76E-13,0.01
0.817,2.67E-13,0.01
0.818,2.58E-13,0.01
0.819,2.49E-13,0.01
0.82,2.40E-13,0.01
0.821,2.32E-13,0.01
0.822,2.24E-13,0.01
0.823,2.16E-13,0.01
0.824,2.09E-13,0.01
0.825,2.02E-13,0.01
0.826,1.95E-13,0.01
0.827,1.88E-13,0.01
0.828,1.82E-13,0.01
0.829,1.75E-13,0.01
0.83,1.69E-13,0.01
0.831,1.64E-13,0.01
0.832,1.58E-13,0.01
0.833,1.52E-13,0.01
0.834,1.47E-13,0.01
0.835,1.42E-13,0.01
0.836,1.37E-13,0.01
0.837,1.33E-13,0.01
0.838,1.28E-13,0.01
0.839,1.24E-13,0.01
0.84,1.19E-13,0.01
0.841,1.15E-13,0.01
0.842,1.11E-13,0.01
0.843,1.07E-13,0.01
0.844,1.04E-13,0.01
0.845,1.00E-13,0.01
0.846,9.68E-14,0.01
0.847,9.34E-14,0.01
0.848,9.02E-14,0.01
0.849,8.71E-14,0.01
0.85,8.41E-14,0.01
0.851,8.12E-14,0.01
0.852,7.84E-14,0.01
0.853,7.57E-14,0.01
0.854,7.31E-14,0.01
0.855,7.06E-14,0.01
0.856,6.82E-14,0.01
0.857,6.58E-14,0.01
0.858,6.36E-14,0.01
0.859,6.14E-14,0.01
0.86,5.92E-14,0.01
0.861,5.72E-14,0.01
0.862,5.52E-14,0.01
0.863,5.33E-14,0.01
0.864,5.15E-14,0.01
0.865,4.97E-14,0.01
0.866,4.80E-14,0.01
0.867,4.64E-14,0.01
0.868,4.48E-14,0.01
0.869,4.32E-14,0.01
0.87,4.17E-14,0.01
0.871,4.04E-14,0.01
0.872,3.89E-14,0.01
0.873,3.76E-14,0.01
0.874,3.63E-14,0.01
0.875,3.50E-14,0.01
0.876,3.39E-14,0.01
0.877,3.27E-14,0.01
0.878,3.15E-14,0.01
0.879,3.05E-14,0.01
0.88,2.94E-14,0.01
0.881,2.84E-14,0.01
0.882,2.74E-14,0.01
0.883,2.65E-14,0.01
0.884,2.56E-14,0.01
0.885,2.47E-14,0.01
0.886,2.39E-14,0.01
0.887,2.30E-14,0.01
0.888,2.22E-14,0.01
0.889,2.15E-14,0.01
0.89,2.08E-14,0.01
0.891,2.00E-14,0.01
0.892,1.94E-14,0.01
0.893,1.87E-14,0.01
0.894,1.80E-14,0.01
0.895,1.74E-14,0.01
0.896,1.68E-14,0.01
0.897,1.63E-14,0.01
0.898,1.57E-14,0.01
0.899,1.52E-14,0.01
0.9,1.46E-14,0.01
0.901,1.41E-14,0.01
0.902,1.37E-14,0.01
0.903,1.32E-14,0.01
0.904,1.27E-14,0.01
0.905,1.23E-14,0.01
0.906,1.18E-14,0.01
0.907,1.14E-14,0.01
0.908,1.10E-14,0.01
0.909,1.07E-14,0.01
0.91,1.03E-14,0.01
0.911,9.94E-15,0.01
0.912,9.60E-15,0.01
0.913,9.27E-15,0.01
0.914,8.94E-15,0.01
0.915,8.66E-15,0.01
0.916,8.33E-15,0.01
0.917,8.05E-15,0.01
0.918,7.77E-15,0.01
0.919,7.49E-15,0.01
0.92,7.27E-15,0.01
0.921,6.99E-15,0.01
0.922,6.77E-15,0.01
0.923,6.55E-15,0.01
0.924,6.27E-15,0.01
0.925,6.11E-15,0.01
0.926,5.88E-15,0.01
0.927,5.66E-15,0.01
0.928,5.50E-15,0.01
0.929,5.27E-15,0.01
0.93,5.11E-15,0.01
0.931,4.94E-15,0.01
0.932,4.77E-15,0.01
0.933,4.61E-15,0.01
0.934,4.44E-15,0.01
0.935,4.27E-15,0.01
0.936,4.16E-15,0.01
0.937,4.00E-15,0.01
0.938,3.83E-15,0.01
0.939,3.72E-15,0.01
0.94,3.61E-15,0.01
0.941,3.50E-15,0.01
0.942,3.33E-15,0.01
0.943,3.28E-15,0.01
0.944,3.16E-15,0.01
0.945,3.05E-15,0.01
0.946,2.89E-15,0.01
0.947,2.83E-15,0.01
0.948,2.72E-15,0.01
0.949,2.66E-15,0.01
0.95,2.50E-15,0.01
0.951,2.44E-15,0.01
0.952,2.39E-15,0.01
0.953,2.28E-15,0.01
0.954,2.22E-15,0.01
0.955,2.11E-15,0.01
0.956,2.05E-15,0.01
0.957,2.00E-15,0.01
0.958,1.89E-15,0.01
0.959,1.89E-15,0.01
0.96,1.78E-15,0.01
0.961,1.72E-15,0.01
0.962,1.67E-15,0.01
0.963,1.61E-15,0.01
0.964,1.55E-15,0.01
0.965,1.50E-15,0.01
0.966,1.44E-15,0.01
0.967,1.39E-15,0.01
0.968,1.33E-15,0.01
0.969,1.33E-15,0.01
0.97,1.22E-15,0.01
0.971,1.22E-15,0.01
0.972,1.17E-15,0.01
0.973,1.11E-15,0.01
0.974,1.11E-15,0.01
0.975,1.05E-15,0.01
0.976,9.99E-16,0.01
0.977,9.44E-16,0.01
0.978,9.44E-16,0.01
0.979,9.44E-16,0.01
0.98,8.88E-16,0.01
0.981,8.33E-16,0.01
0.982,8.33E-16,0.01
0.983,8.33E-16,0.01
0.984,7.77E-16,0.01
0.985,7.22E-16,0.01
0.986,7.22E-16,0.01
0.987,7.22E-16,0.01
0.988,6.66E-16,0.01
0.989,6.66E-16,0.01
0.99,6.11E-16,0.01
0.991,6.11E-16,0.01
0.992,5.55E-16,0.01
0.993,5.55E-16,0.01
0.994,5.55E-16,0.01
0.995,5.55E-16,0.01
0.996,5.00E-16,0.01
0.997,5.00E-16,0.01
0.998,4.44E-16,0.01
0.999,4.44E-16,0.01
1,4.44E-16,0.01
0,0.75,0.05
0.001,0.749375001,0.05
0.002,0.74875001,0.05
0.003,0.748125035,0.05
0.004,0.747500083,0.05
0.005,0.746875163,0.05
0.006,0.746250281,0.05
0.007,0.745625447,0.05
0.008,0.745000667,0.05
0.009,0.744375949,0.05
0.01,0.743751302,0.05
0.011,0.743126733,0.05
0.012,0.742502249,0.05
0.013,0.741877859,0.05
0.014,0.741253571,0.05
0.015,0.740629392,0.05
0.016,0.74000533,0.05
0.017,0.739381393,0.05
0.018,0.738757588,0.05
0.019,0.738133923,0.05
0.02,0.737510406,0.05
0.021,0.736887045,0.05
0.022,0.736263848,0.05
0.023,0.735640822,0.05
0.024,0.735017974,0.05
0.025,0.734395313,0.05
0.026,0.733772847,0.05
0.027,0.733150582,0.05
0.028,0.732528527,0.05
0.029,0.73190669,0.05
0.03,0.731285077,0.05
0.031,0.730663697,0.05
0.032,0.730042558,0.05
0.033,0.729421666,0.05
0.034,0.72880103,0.05
0.035,0.728180656,0.05
0.036,0.727560554,0.05
0.037,0.726940729,0.05
0.038,0.726321191,0.05
0.039,0.725701946,0.05
0.04,0.725083001,0.05
0.041,0.724464365,0.05
0.042,0.723846045,0.05
0.043,0.723228048,0.05
0.044,0.722610382,0.05
0.045,0.721993055,0.05
0.046,0.721376073,0.05
0.047,0.720759444,0.05
0.048,0.720143175,0.05
0.049,0.719527275,0.05
0.05,0.71891175,0.05
0.051,0.718296607,0.05
0.052,0.717681854,0.05
0.053,0.717067499,0.05
0.054,0.716453548,0.05
0.055,0.715840008,0.05
0.056,0.715226888,0.05
0.057,0.714614194,0.05
0.058,0.714001934,0.05
0.059,0.713390114,0.05
0.06,0.712778742,0.05
0.061,0.712167824,0.05
0.062,0.711557369,0.05
0.063,0.710947384,0.05
0.064,0.710337874,0.05
0.065,0.709728848,0.05
0.066,0.709120312,0.05
0.067,0.708512273,0.05
0.068,0.707904739,0.05
0.069,0.707297715,0.05
0.07,0.706691211,0.05
0.071,0.706085231,0.05
0.072,0.705479783,0.05
0.073,0.704874874,0.05
0.074,0.704270511,0.05
0.075,0.7036667,0.05
0.076,0.703063449,0.05
0.077,0.702460763,0.05
0.078,0.70185865,0.05
0.079,0.701257117,0.05
0.08,0.70065617,0.05
0.081,0.700055816,0.05
0.082,0.699456061,0.05
0.083,0.698856912,0.05
0.084,0.698258375,0.05
0.085,0.697660458,0.05
0.086,0.697063166,0.05
0.087,0.696466506,0.05
0.088,0.695870485,0.05
0.089,0.695275108,0.05
0.09,0.694680383,0.05
0.091,0.694086315,0.05
0.092,0.693492912,0.05
0.093,0.692900179,0.05
0.094,0.692308122,0.05
0.095,0.691716748,0.05
0.096,0.691126063,0.05
0.097,0.690536073,0.05
0.098,0.689946784,0.05
0.099,0.689358202,0.05
0.1,0.688770334,0.05
0.101,0.688183186,0.05
0.102,0.687596763,0.05
0.103,0.687011071,0.05
0.104,0.686426117,0.05
0.105,0.685841906,0.05
0.106,0.685258444,0.05
0.107,0.684675737,0.05
0.108,0.684093791,0.05
0.109,0.683512612,0.05
0.11,0.682932204,0.05
0.111,0.682352575,0.05
0.112,0.68177373,0.05
0.113,0.681195674,0.05
0.114,0.680618412,0.05
0.115,0.680041952,0.05
0.116,0.679466297,0.05
0.117,0.678891454,0.05
0.118,0.678317427,0.05
0.119,0.677744223,0.05
0.12,0.677171847,0.05
0.121,0.676600304,0.05
0.122,0.676029599,0.05
0.123,0.675459738,0.05
0.124,0.674890726,0.05
0.125,0.674322568,0.05
0.126,0.673755269,0.05
0.127,0.673188835,0.05
0.128,0.67262327,0.05
0.129,0.672058579,0.05
0.13,0.671494769,0.05
0.131,0.670931842,0.05
0.132,0.670369806,0.05
0.133,0.669808663,0.05
0.134,0.66924842,0.05
0.135,0.668689081,0.05
0.136,0.668130651,0.05
0.137,0.667573135,0.05
0.138,0.667016537,0.05
0.139,0.666460861,0.05
0.14,0.665906114,0.05
0.141,0.665352299,0.05
0.142,0.66479942,0.05
0.143,0.664247483,0.05
0.144,0.663696491,0.05
0.145,0.66314645,0.05
0.146,0.662597364,0.05
0.147,0.662049236,0.05
0.148,0.661502072,0.05
0.149,0.660955875,0.05
0.15,0.66041065,0.05
0.151,0.659866402,0.05
0.152,0.659323133,0.05
0.153,0.658780849,0.05
0.154,0.658239553,0.05
0.155,0.65769925,0.05
0.156,0.657159943,0.05
0.157,0.656621637,0.05
0.158,0.656084335,0.05
0.159,0.655548041,0.05
0.16,0.655012759,0.05
0.161,0.654478494,0.05
0.162,0.653945248,0.05
0.163,0.653413025,0.05
0.164,0.65288183,0.05
0.165,0.652351665,0.05
0.166,0.651822535,0.05
0.167,0.651294443,0.05
0.168,0.650767392,0.05
0.169,0.650241386,0.05
0.17,0.649716429,0.05
0.171,0.649192523,0.05
0.172,0.648669673,0.05
0.173,0.648147881,0.05
0.174,0.647627151,0.05
0.175,0.647107486,0.05
0.176,0.646588889,0.05
0.177,0.646071364,0.05
0.178,0.645554914,0.05
0.179,0.645039541,0.05
0.18,0.644525249,0.05
0.181,0.64401204,0.05
0.182,0.643499919,0.05
0.183,0.642988887,0.05
0.184,0.642478947,0.05
0.185,0.641970103,0.05
0.186,0.641462357,0.05
0.187,0.640955712,0.05
0.188,0.640450171,0.05
0.189,0.639945737,0.05
0.19,0.639442411,0.05
0.191,0.638940197,0.05
0.192,0.638439097,0.05
0.193,0.637939115,0.05
0.194,0.637440251,0.05
0.195,0.636942509,0.05
0.196,0.636445892,0.05
0.197,0.635950401,0.05
0.198,0.635456039,0.05
0.199,0.634962808,0.05
0.2,0.634470711,0.05
0.201,0.633979749,0.05
0.202,0.633489925,0.05
0.203,0.633001242,0.05
0.204,0.6325137,0.05
0.205,0.632027303,0.05
0.206,0.631542052,0.05
0.207,0.631057949,0.05
0.208,0.630574997,0.05
0.209,0.630093197,0.05
0.21,0.62961255,0.05
0.211,0.62913306,0.05
0.212,0.628654727,0.05
0.213,0.628177554,0.05
0.214,0.627701542,0.05
0.215,0.627226693,0.05
0.216,0.626753008,0.05
0.217,0.62628049,0.05
0.218,0.625809139,0.05
0.219,0.625338958,0.05
0.22,0.624869947,0.05
0.221,0.624402109,0.05
0.222,0.623935444,0.05
0.223,0.623469955,0.05
0.224,0.623005642,0.05
0.225,0.622542507,0.05
0.226,0.62208055,0.05
0.227,0.621619775,0.05
0.228,0.62116018,0.05
0.229,0.620701769,0.05
0.23,0.620244542,0.05
0.231,0.619788499,0.05
0.232,0.619333643,0.05
0.233,0.618879973,0.05
0.234,0.618427492,0.05
0.235,0.6179762,0.05
0.236,0.617526098,0.05
0.237,0.617077187,0.05
0.238,0.616629468,0.05
0.239,0.616182941,0.05
0.24,0.615737608,0.05
0.241,0.615293469,0.05
0.242,0.614850525,0.05
0.243,0.614408777,0.05
0.244,0.613968225,0.05
0.245,0.61352887,0.05
0.246,0.613090713,0.05
0.247,0.612653754,0.05
0.248,0.612217993,0.05
0.249,0.611783431,0.05
0.25,0.611350069,0.05
0.251,0.610917908,0.05
0.252,0.610486946,0.05
0.253,0.610057185,0.05
0.254,0.609628626,0.05
0.255,0.609201268,0.05
0.256,0.608775112,0.05
0.257,0.608350158,0.05
0.258,0.607926405,0.05
0.259,0.607503856,0.05
0.26,0.607082508,0.05
0.261,0.606662364,0.05
0.262,0.606243422,0.05
0.263,0.605825683,0.05
0.264,0.605409147,0.05
0.265,0.604993813,0.05
0.266,0.604579683,0.05
0.267,0.604166755,0.05
0.268,0.603755029,0.05
0.269,0.603344506,0.05
0.27,0.602935186,0.05
